(0, 4, 2021-05-28, 91644.2, 4.05)
(0, 0, 2021-05-29, 218942.6, 9.78)
(0, 1, 2021-05-29, 218942.6, 1.88)
(0, 2, 2021-05-29, 218942.6, 6.01)
(0, 3, 2021-05-29, 218942.6, 3.53)
(0, 4, 2021-05-29, 218942.6, 9.87)
(0, 0, 2021-05-30, 210251.0, 2.69)
(0, 1, 2021-05-30, 210251.0, 5.16)
(0, 2, 2021-05-30, 210251.0, 8.25)
(0, 3, 2021-05-30, 210251.0, 5.36)
(0, 4, 2021-05-30, 210251.0, 4.03)
